108.620	108.860	way
108.860	109.220	I
109.220	109.500	explain
109.500	110.099	CSS
110.220	110.620	Uh
110.739	110.860	this
110.860	111.459	is
111.779	111.970	uh
112.010	112.099	this
112.099	112.220	is
112.220	112.370	a
112.370	112.879	nice
113.260	113.419	a
113.419	113.819	nicer
113.819	113.980	way
113.980	114.180	of
114.180	114.379	saying
114.379	114.620	it
114.620	114.779	than
114.779	114.980	I
114.980	115.160	have
115.160	115.379	been
115.379	115.540	saying
115.540	115.660	it
115.660	115.779	in
115.779	115.940	the
115.940	116.199	past
118.199	119.199	Um
121.809	122.010	Oh
122.089	122.410	I
122.410	122.650	enjoyed
122.650	122.800	your
122.800	123.370	arc
123.370	123.769	from
123.769	124.410	uh
124.809	124.919	the
124.919	125.610	operating
125.610	126.129	system
126.129	126.410	being
126.410	127.089	your
127.449	127.769	least
127.769	128.529	favorite
128.529	128.850	question
128.850	129.009	to
129.009	129.369	it
129.369	129.830	being
130.250	130.809	actually
130.809	131.289	not
131.289	131.529	your
131.529	131.850	least
131.850	132.289	favorite
132.330	132.729	and
132.979	133.289	I
133.289	133.429	agree
133.490	134.009	operating
134.009	134.289	system
134.289	134.449	does
134.449	134.559	a
134.559	134.690	lot
134.690	134.889	of
134.889	135.429	stuff
135.729	136.169	and
136.169	136.289	it's
136.289	136.449	a
136.449	136.970	complicated
136.970	137.089	piece
137.089	137.250	of
137.250	137.779	software
137.889	138.360	um
138.580	138.889	but
138.889	139.100	it
139.110	139.289	it
139.289	139.449	can
139.449	139.610	be
139.610	139.809	fun
139.809	139.970	to
139.970	140.190	start
141.210	141.570	Peeling
141.570	141.929	back
141.929	142.089	those
142.089	142.410	layers
142.410	142.770	of
142.770	143.210	complexity
143.410	143.610	Ah
143.740	144.130	6
144.130	144.669	degrees
144.850	144.960	of
144.960	145.660	separation
145.830	146.429	Um
147.050	147.210	you
147.210	147.410	are
147.410	147.649	right
147.649	147.770	to
147.770	147.929	be
147.929	148.410	convinced
148.410	148.559	that
148.559	148.690	this
148.690	149.009	is
149.009	149.460	not
149.649	149.809	a
149.809	150.089	fact
150.089	150.289	and
150.289	150.570	not
150.570	151.110	proven
151.490	151.710	That
151.710	151.880	that
151.880	152.130	is
152.130	152.429	true
152.570	152.679	It
152.679	152.970	is
152.970	153.479	not
153.770	154.210	proven
154.490	154.729	It
154.729	154.949	may
154.949	155.050	be
155.050	155.210	a
155.210	155.570	fact
155.690	155.889	who
155.889	156.449	knows
156.770	157.050	but
157.050	157.210	we
157.210	157.410	don't
157.410	157.789	know
158.009	158.210	because
158.210	158.410	we
158.410	158.729	can't
158.729	159.570	exhaustively
159.570	160.089	test
160.410	160.729	every
160.729	161.250	pair
161.250	161.529	of
161.529	161.929	people
161.929	162.089	on
162.089	162.289	the
162.289	162.729	planet
162.880	163.169	It's
163.169	163.289	too
163.289	163.610	many
164.300	164.820	Uh
165.059	165.479	but
166.309	166.470	We
166.470	166.619	can
166.619	167.270	explore
167.270	167.710	6
167.710	167.830	degrees
167.830	167.949	of
167.949	168.630	separation
168.630	168.750	from
168.750	168.949	a
168.949	169.630	mathematical
169.630	170.410	perspective
170.669	170.710	We
170.710	171.070	can
171.070	171.589	prove
171.589	172.690	mathematically
173.110	173.630	certain
173.630	174.149	things
174.149	174.649	about
175.309	175.589	networks
175.589	175.830	that
175.830	176.490	have
176.949	177.029	the
177.029	177.509	6
177.509	178.210	degrees
178.350	178.429	of
178.429	179.059	separation
179.059	179.690	property
179.970	180.529	or
180.669	180.830	we
180.830	181.110	can
181.110	181.389	show
181.389	181.779	that
181.779	181.990	networks
181.990	182.149	that
182.149	182.750	have
182.750	182.910	some
182.910	183.160	other
183.160	183.710	property
183.710	184.550	automatically
184.550	184.809	must
184.809	185.190	have
185.190	185.270	the
185.270	185.669	6
185.669	185.830	degrees
185.830	185.869	of
185.869	186.470	separation
186.470	186.949	property
187.490	187.839	That's
187.839	187.919	in
187.919	188.080	the
188.080	188.800	mathematical
188.800	189.160	space
189.320	189.550	Those
189.550	190.240	mathematical
190.240	190.679	proofs
190.679	191.220	exist
191.220	191.559	and
191.559	191.679	they
191.679	191.880	are
191.880	192.070	pretty
192.070	192.880	fascinating
193.080	193.240	but
193.240	193.479	there's
193.479	193.720	no
193.720	194.440	empirical
194.440	195.419	scientific
195.639	195.960	proof
195.960	196.429	that
196.429	196.960	shows
196.960	197.419	that
197.880	198.320	our
198.320	198.759	world
198.759	199.000	as
199.000	199.110	it
199.110	199.520	is
199.520	200.080	today
201.059	201.300	With
201.300	201.800	its
201.800	202.300	particular
202.300	202.860	social
202.860	203.320	network
203.860	204.179	has
204.179	204.460	these
204.460	204.940	properties
204.940	205.100	that
205.100	205.220	have
205.220	205.410	been
205.410	205.820	explored
205.820	205.979	in
205.979	206.139	the
206.139	206.740	mathematical
206.740	207.179	space
207.619	207.779	So
207.830	208.240	um
208.460	208.860	really
208.860	209.199	cool
209.990	210.839	video
211.419	211.529	that
211.539	211.820	I
211.820	212.139	enjoyed
212.139	212.259	about
212.259	212.500	this
212.500	212.839	topic
213.179	213.360	which
213.360	213.619	I'll
213.619	213.979	just
213.979	214.179	recommend
214.179	214.300	to
214.300	214.720	you
214.979	215.100	I
215.100	215.220	may
215.220	215.419	have
215.419	215.619	already
215.619	215.740	done
215.740	215.850	it
215.860	215.979	I
215.979	216.139	might
216.139	216.220	have
216.220	216.500	mentioned
216.500	216.619	it
216.619	216.779	in
216.779	217.220	class
217.490	217.699	um
217.820	218.119	but
218.169	218.300	this
218.300	218.429	is
218.429	218.619	a
218.660	218.779	this
218.779	218.880	is
218.880	219.020	a
219.020	219.179	fun
219.179	219.529	30
219.529	220.009	minutes
220.259	220.580	Something
220.580	220.779	strange
220.779	221.100	happens
221.100	221.220	when
221.220	221.330	you
221.330	221.660	trace
221.660	221.860	how
221.860	222.259	connected
222.259	222.380	we
222.380	222.580	are
222.580	222.779	by
222.779	223.600	Veritasium
223.979	224.419	So
224.610	225.020	recommend
225.020	225.289	looking
225.289	225.520	into
225.520	225.660	that
225.660	225.740	if
225.740	225.860	you
225.860	226.059	want
226.059	226.220	to
226.259	226.639	uh
227.179	227.380	do
227.380	227.500	some
227.500	227.860	more
227.860	228.279	research
229.860	230.149	I
230.149	230.429	think
230.429	230.830	that
230.830	231.190	might
231.190	231.429	have
231.429	231.720	been
231.720	232.309	it
234.050	234.410	I
234.410	234.669	know
234.669	234.809	at
234.809	235.130	the
235.130	235.690	very
235.690	236.750	end
237.529	237.649	There
237.649	237.850	was
237.850	238.250	maybe
238.250	238.880	some
238.880	239.809	concern
239.809	240.589	because
240.970	241.089	there
241.089	241.210	were
241.210	242.009	46
242.009	242.169	questions
242.250	242.330	but
242.330	242.479	you
242.479	242.570	did
242.570	242.729	it
242.729	242.919	right
243.009	243.169	you
243.169	243.250	set
243.250	243.369	it
243.369	243.449	to
243.449	243.970	70
243.970	244.479	and
244.479	245.009	46
245.009	245.330	is
245.330	245.750	the
246.169	246.490	magic
246.490	246.770	number
246.770	246.919	this
246.919	247.429	quarter
247.610	248.169	for
248.169	248.339	the
248.339	248.729	final
248.850	249.169	so
250.190	250.320	If
250.320	250.479	you
250.479	250.679	went
250.679	250.979	through
250.979	251.199	2
251.199	251.520	hours
251.520	251.600	of
251.600	251.759	an
251.759	252.119	exam
252.119	252.240	and
252.240	252.440	then
252.440	252.699	ended
252.699	253.080	it
253.199	253.630	uh
253.639	253.919	worried
253.919	254.039	that
254.039	254.160	you
254.160	254.240	did
254.240	254.399	it
254.399	254.660	wrong
255.919	256.160	Sorry
256.160	256.350	that
256.350	256.480	this
256.480	256.640	is
256.640	256.920	coming
256.920	257.339	3
257.339	257.640	weeks
257.640	257.910	late
258.000	258.320	but
258.320	258.480	you
258.480	258.559	did
258.559	258.720	it
258.720	259.100	right
259.269	259.799	and
259.799	259.920	it
259.920	260.079	was
260.079	260.320	a
260.320	260.470	great
260.470	260.820	exam
261.399	261.600	and
261.600	261.790	I'll
261.790	261.839	see
261.839	261.920	you
261.920	262.109	next
262.109	262.320	time
